token,timestamp,funding_rate
BTCUSDT,1667145600009,5.135e-05
BTCUSDT,1667174400012,1.504e-05
BTCUSDT,1667203200000,3.842e-05
BTCUSDT,1667232000010,-4.34e-06
BTCUSDT,1667260800000,7.22e-06
BTCUSDT,1667289600000,-1.088e-05
BTCUSDT,1667318400000,1.302e-05
BTCUSDT,1667347200000,4.787e-05
BTCUSDT,1667376000000,1.203e-05
BTCUSDT,1667404800019,6.046e-05
BTCUSDT,1667433600011,2.68e-05
BTCUSDT,1667462400016,4.4e-06
BTCUSDT,1667491200005,6.94e-05
BTCUSDT,1667520000000,4.429e-05
BTCUSDT,1667548800004,1.148e-05
BTCUSDT,1667577600020,6.899e-05
BTCUSDT,1667606400009,4.409e-05
BTCUSDT,1667635200007,4.541e-05
BTCUSDT,1667664000018,0.0001
BTCUSDT,1667692800009,6.491e-05
BTCUSDT,1667721600000,9.732e-05
BTCUSDT,1667750400010,6.866e-05
BTCUSDT,1667779200012,7.813e-05
BTCUSDT,1667808000014,0.0001
BTCUSDT,1667836800006,0.0001
BTCUSDT,1667865600000,6.515e-05
BTCUSDT,1667894400001,-7.88e-06
BTCUSDT,1667923200005,9.446e-05
BTCUSDT,1667952000000,-0.00013884
BTCUSDT,1667980800013,7.305e-05
BTCUSDT,1668009600004,-0.00032976
BTCUSDT,1668038400006,-0.00119172
BTCUSDT,1668067200000,-0.00111953
BTCUSDT,1668096000015,-0.00023833
BTCUSDT,1668124800000,-0.00019452
BTCUSDT,1668153600015,-7.277e-05
BTCUSDT,1668182400027,-5.802e-05
BTCUSDT,1668211200007,5.3e-05
BTCUSDT,1668240000016,-2.406e-05
BTCUSDT,1668268800000,6.521e-05
BTCUSDT,1668297600004,3.33e-06
BTCUSDT,1668326400000,-7.357e-05
BTCUSDT,1668355200017,2.816e-05
BTCUSDT,1668384000000,-3.809e-05
BTCUSDT,1668412800000,-7.645e-05
BTCUSDT,1668441600000,-1.132e-05
BTCUSDT,1668470400014,-0.00010925
BTCUSDT,1668499200009,-0.00017664
BTCUSDT,1668528000010,2.275e-05
BTCUSDT,1668556800011,-0.00013216
BTCUSDT,1668585600004,1.121e-05
BTCUSDT,1668614400008,-6.617e-05
BTCUSDT,1668643200000,-4.542e-05
BTCUSDT,1668672000000,-5.138e-05
BTCUSDT,1668700800006,-2.701e-05
BTCUSDT,1668729600004,-2.836e-05
BTCUSDT,1668758400016,2.398e-05
BTCUSDT,1668787200000,9.55e-06
BTCUSDT,1668816000000,5.556e-05
BTCUSDT,1668844800004,7.897e-05
BTCUSDT,1668873600024,-1.169e-05
BTCUSDT,1668902400015,-7.79e-06
BTCUSDT,1668931200004,3.552e-05
BTCUSDT,1668960000000,-9.79e-06
BTCUSDT,1668988800006,7.898e-05
BTCUSDT,1669017600015,-1.218e-05
BTCUSDT,1669046400000,2.302e-05
BTCUSDT,1669075200000,-7.485e-05
BTCUSDT,1669104000000,2.033e-05
BTCUSDT,1669132800000,7.881e-05
BTCUSDT,1669161600000,9.406e-05
BTCUSDT,1669190400011,0.0001
BTCUSDT,1669219200014,-3.9e-06
BTCUSDT,1669248000007,5.42e-05
BTCUSDT,1669276800014,2.012e-05
BTCUSDT,1669305600013,6.272e-05
BTCUSDT,1669334400004,2.058e-05
BTCUSDT,1669363200015,4.61e-06
BTCUSDT,1669392000000,1.329e-05
BTCUSDT,1669420800011,3.859e-05
BTCUSDT,1669449600000,-2.455e-05
BTCUSDT,1669478400000,3.523e-05
BTCUSDT,1669507200012,1.063e-05
BTCUSDT,1669536000000,-3.066e-05
BTCUSDT,1669564800003,3.784e-05
BTCUSDT,1669593600015,2.303e-05
BTCUSDT,1669622400004,5.36e-06
BTCUSDT,1669651200011,2.1e-07
BTCUSDT,1669680000000,4.76e-05
BTCUSDT,1669708800015,-3.85e-06
BTCUSDT,1669737600000,4.171e-05
BTCUSDT,1669766400007,3.404e-05
BTCUSDT,1669795200000,4.038e-05
BTCUSDT,1669824000015,9.511e-05
BTCUSDT,1669852800001,1.029e-05
BTCUSDT,1669881600006,-5.001e-05
BTCUSDT,1669910400000,0.0001
BTCUSDT,1669939200001,8.203e-05
BTCUSDT,1669968000016,2.825e-05
BTCUSDT,1669996800017,-3.753e-05
BTCUSDT,1670025600006,3.302e-05
BTCUSDT,1670054400000,5.123e-05
BTCUSDT,1670083200011,0.0001
BTCUSDT,1670112000006,6.174e-05
BTCUSDT,1670140800000,6.437e-05
BTCUSDT,1670169600006,4.581e-05
BTCUSDT,1670198400002,5.4e-07
BTCUSDT,1670227200011,-4.218e-05
BTCUSDT,1670256000008,4.603e-05
BTCUSDT,1670284800014,2.206e-05
BTCUSDT,1670313600027,4.118e-05
BTCUSDT,1670342400009,2.305e-05
BTCUSDT,1670371200000,7.887e-05
BTCUSDT,1670400000000,6.58e-06
BTCUSDT,1670428800000,-1.492e-05
